ID,EmployerName,MinPositionSalary,MaxPositionSalary,OvertimePay,LumpSumPay,OtherPay,EmployeesRetirementCostCovered,HealthDentalVision,DOB,PensionFormula,EmployerURL,Location,TotalWages
48412,Gujarat Ayurved University,49512,66192,0,0,0,,17631.72,27-11-1961,2.00% @ 62,ayurveduniversity.edu.in,Jamnagar,34567.17
92318,Gujarat Forensic Sciences University,49512,66192,0,0,0,,0,22-09-1953,Part-Time Seasonal and Temporary (PST) Retirement Plan,gfsu.edu.in,,4811.2
62064,Gujarat University,49512,66192,0,,8613.92,,8542.49,25-11-1978,2.00% @ 55,gujaratuniversity.org.in,Ahmedabad,54794.75
75419,Gujarat Technological University,50148,71304,0,0,0,0,3990.15,08-11-1989,2.00% @ 55,gtu.ac.in,Ahmedabad,15544.35
40781,Maharaja Krishnakumarsinhji Bhavnagar University,42048,59172,0,0,0,0,9869.32,14-09-1982,2.00% @ 62,www.mkbhavuni.edu.in,,32091.35
3653,Institute of Infrastructure Technology Research and Management,59076,131088,0,,6812,0,23270.64,27-02-1967,2.00% @ 62,iitram.ac.in,Ahmedabad,64043.32
25721,Bhakta Kavi Narsinh Mehta University,22879.56,38749.56,0,0,4955.14,,0,12-06-1979,,www.bknmu.edu.in,Junagadh,5239.77
29697,Anand Agricultural University,22879.56,38749.56,0,0,0,,0,04-07-1961,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.aau.in,,6408
50486,Gujarat Ayurved University,22879.56,38749.56,0,0,294,0,0,17-02-1951,,ayurveduniversity.edu.in,,294
41755,Maharaja Krishnakumarsinhji Bhavnagar University,85188,150792,0,0,13440,0,17631.72,25-04-1954,2.00% @ 55,www.mkbhavuni.edu.in,Bhavnagar,142879.6
70204,Gujarat Technological University,85188,150792,0,,0,0,22710.84,20-03-1962,2.00% @ 55,gtu.ac.in,Ahmedabad,90060.32
86669,Navsari Agricultural University,22879.56,38749.56,0,0,5773,0,0,25-06-1952,,www.nau.in,Navsari,7314
35799,Dharamsinh Desai University,49512,66192,0,0,464.32,0,105.38,23-01-1966,2.00% @ 62,ddu.ac.in,Nadiad,36393.89
86214,Navsari Agricultural University,97968,173388,0,0,1293,,23270.64,26-06-1968,2.00% @ 55,www.nau.in,Navsari,107176.44
47107,Gujarat Ayurved University,31200,53496,0,0,622.68,,8551.73,17-06-1952,2.00% @ 62,ayurveduniversity.edu.in,Jamnagar,28613.38
39334,Maharaja Krishnakumarsinhji Bhavnagar University,39456,73944,0,0,642.63,0,17631.72,23-06-1972,2.00% @ 55,www.mkbhavuni.edu.in,Bhavnagar,37461.74
109370,Saurashtra University,59076,131088,0,0,0,,9319.08,20-11-1968,2.00% @ 55,saurashtrauniversity.edu,Rajkot,68827.56
38355,Dharamsinh Desai University,22879.56,38749.56,0,0,6244.7,0,0,25-11-1976,,ddu.ac.in,Nadiad,6244.7
64610,Gujarat University,22879.56,38749.56,0,0,2430.41,,0,08-08-1965,,gujaratuniversity.org.in,Ahmedabad,2430.41
10051,Sardarkrushinagar Dantiwada Agricultural University,49512,66192,0,0,0,0,0,11-04-1966,Part-Time Seasonal and Temporary (PST) Retirement Plan,sdau.edu.in,Palanpur,1926.27
65856,Krantiguru Shyamji Krishna Verma Kachchh University,52464,125736,0,0,650,,9319.08,26-01-1981,2.00% @ 55,kskvku.digitaluniversity.ac,Bhuj,69499.04
103218,Sardar Patel University,22879.56,38749.56,0,0,264,0,0,12-06-1966,,spuvvn.edu,Vallabh Vidhyanagar ,264
111810,Saurashtra University,22879.56,38749.56,0,0,1705.75,0,0,01-02-1951,,saurashtrauniversity.edu,Rajkot,1705.75
5088,Institute of Infrastructure Technology Research and Management,22879.56,38749.56,0,0,1501.5,0,0,04-10-1952,,iitram.ac.in,Ahmedabad,1501.5
3017,Institute of Infrastructure Technology Research and Management,28079.4,41432.76,0,0,0,0,0,07-08-1959,,iitram.ac.in,Ahmedabad,6893.02
105809,Saurashtra University,56472,75924,0,0,1200,,1769.64,20-01-1964,2.00% @ 62,saurashtrauniversity.edu,,59407
25509,Bhakta Kavi Narsinh Mehta University,22879.56,38749.56,0,,371.25,0,0,10-08-1986,,www.bknmu.edu.in,,371.25
93770,Gujarat Forensic Sciences University,22879.56,38749.56,0,0,0,0,0,04-06-1959,,gfsu.edu.in,Gandhinagar,2893
26561,Dr. Babasaheb Ambedkar Open University,44448,83268,0,0,322.8,,0,06-02-1957,2.00% @ 62,baou.edu.in,Ahmedabad,43033.83
50272,Gujarat Ayurved University,41796,59424,0,0,1023.79,,23270.64,05-05-1957,2.00% @ 62,ayurveduniversity.edu.in,Jamnagar,40950.95
37124,Dharamsinh Desai University,22879.56,38749.56,0,0,0,,0,11-04-1974,,ddu.ac.in,Nadiad,10830.6
49275,Gujarat Ayurved University,22879.56,38749.56,0,0,375.6,0,0,06-05-1972,,ayurveduniversity.edu.in,Jamnagar,375.6
89092,Gujarat Forensic Sciences University,22879.56,38749.56,0,0,0,0,0,10-04-1958,Part-Time Seasonal and Temporary (PST) Retirement Plan,gfsu.edu.in,Gandhinagar,2448
109233,Saurashtra University,59076,131088,0,0,765.06,,17631.72,24-11-1980,2.00% @ 62,saurashtrauniversity.edu,,48761.44
94516,Gujarat Forensic Sciences University,22879.56,38749.56,0,0,618.5,0,0,09-05-1981,,gfsu.edu.in,Gandhinagar,618.5
23164,Bhakta Kavi Narsinh Mehta University,59076,131088,0,0,11196.07,,17631.72,07-11-1966,2.00% @ 62,www.bknmu.edu.in,,56188.79
44021,Maharaja Krishnakumarsinhji Bhavnagar University,59076,131088,0,0,1176,,22.41,13-06-1961,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.mkbhavuni.edu.in,Bhavnagar,9877.16
68594,Gujarat Technological University,22879.56,38749.56,0,0,4312,0,0,05-09-1969,Part-Time Seasonal and Temporary (PST) Retirement Plan,gtu.ac.in,,6084.1
63819,Gujarat University,22879.56,38749.56,0,0,5392.2,0,0,02-05-1952,,gujaratuniversity.org.in,Ahmedabad,8153.7
113779,Gujarat National Law University,28080,52920,0,0,1066.8,,0,02-01-1976,,gnlu.ac.in,Gandhinagar,3501.84
26087,Dr. Babasaheb Ambedkar Open University,34152,59976,0,0,650,,9090.12,27-09-1950,2.00% @ 55,baou.edu.in,Ahmedabad,59193.48
84815,Navsari Agricultural University,85188,150792,0,0,0,0,23270.64,17-06-1955,2.00% @ 55,www.nau.in,,117069.88
25558,Bhakta Kavi Narsinh Mehta University,22879.56,38749.56,0,0,2000.02,,0,05-09-1988,,www.bknmu.edu.in,Junagadh,2000.02
35210,Dharamsinh Desai University,28079.4,41432.76,0,0,0,,0,24-05-1968,,ddu.ac.in,Nadiad,2355.75
87650,Navsari Agricultural University,54648,77856,0,0,-99.19,0,7749.41,07-08-1963,2.00% @ 62,www.nau.in,Navsari,14570.15
90308,Gujarat Forensic Sciences University,59076,131088,0,0,-45.5,0,21606.29,05-03-1981,2.00% @ 62,gfsu.edu.in,,81840.98
84736,Navsari Agricultural University,67656,143952,0,0,0,0,18691.55,12-04-1971,2.00% @ 55,www.nau.in,Navsari,87863.88
45401,Maharaja Krishnakumarsinhji Bhavnagar University,22879.56,38749.56,0,0,2157.45,0,0,14-09-1961,,www.mkbhavuni.edu.in,Bhavnagar,2157.45
31038,Anand Agricultural University,49512,66192,0,0,0,,0,06-05-1950,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.aau.in,Anand ,9273.6
123661,Veer Narmad South Gujarat University,22879.56,38749.56,0,0,6327.35,0,0,14-08-1956,,vnsgu.ac.in,Surat,6327.35
116922,Shri Govind Guru University,22879.56,38749.56,0,0,0,,0,18-11-1981,Part-Time Seasonal and Temporary (PST) Retirement Plan,sggu.ac.in,Godhra,761.3
28473,Dr. Babasaheb Ambedkar Open University,22879.56,38749.56,0,,2288,0,0,01-08-1985,,baou.edu.in,Ahmedabad,2288
94623,Gujarat Forensic Sciences University,22879.56,38749.56,0,,1366.46,0,0,25-01-1963,,gfsu.edu.in,,1366.46
93872,Gujarat Forensic Sciences University,22879.56,38749.56,0,0,0,0,0,19-11-1960,,gfsu.edu.in,Gandhinagar,7086.68
61482,Gujarat University,85188,150792,0,0,44698.84,,22881.64,13-02-1971,2.00% @ 55,gujaratuniversity.org.in,Ahmedabad,143169.07
68564,Gujarat Technological University,42852,80292,0,0,0,,4659.54,27-08-1969,2.00% @ 62,gtu.ac.in,,22643.79
87075,Navsari Agricultural University,22879.56,38749.56,0,0,335.5,0,0,01-07-1980,,www.nau.in,Navsari,335.5
30870,Anand Agricultural University,28079.4,41432.76,0,0,0,0,0,13-01-1969,,www.aau.in,Anand ,1118
70709,Gujarat Technological University,28079.4,41432.76,0,0,0,,0,09-08-1957,,gtu.ac.in,Ahmedabad,2627.8
28230,Dr. Babasaheb Ambedkar Open University,22879.56,38749.56,0,0,0,0,0,24-01-1963,,baou.edu.in,,8261
99639,Sardar Patel University,59076,131088,0,0,6000,,209.72,08-11-1970,2.00% @ 62,spuvvn.edu,Vallabh Vidhyanagar ,31685.59
61670,Gujarat University,85188,150792,0,0,0,,233.64,27-04-1963,2.00% @ 55,gujaratuniversity.org.in,Ahmedabad,103027.32
70071,Gujarat Technological University,85188,150792,0,0,-99.19,,22015.08,02-04-1975,2.00% @ 55,gtu.ac.in,Ahmedabad,95694.04
79428,Maharaja Sayajirao University of Baroda,28079.4,41432.76,0,0,0,,0,15-06-1960,,msubaroda.ac.in,,1319.5
14997,Hemchandracharya North Gujarat University,46764,82152,0,,650,,9237.72,16-03-1975,2.00% @ 62,ngu.ac.in,Patan,55572
1714,Institute of Infrastructure Technology Research and Management,49848,70800,0,0,1023.79,0,9237.72,13-11-1989,2.00% @ 55,iitram.ac.in,Ahmedabad,53969.92
115998,Gujarat National Law University,22879.56,38749.56,0,0,3696.25,0,0,07-03-1955,,gnlu.ac.in,,5098.75
92898,Gujarat Forensic Sciences University,59076,131088,0,0,0,,4349.1,24-08-1975,2.00% @ 55,gfsu.edu.in,,11416.8
24936,Bhakta Kavi Narsinh Mehta University,22879.56,38749.56,0,0,1179.92,,0,13-03-1960,,www.bknmu.edu.in,Junagadh,1179.92
111972,Saurashtra University,22879.56,38749.56,0,0,2600,,0,26-02-1983,,saurashtrauniversity.edu,Rajkot,2600
31361,Anand Agricultural University,59076,131088,0,0,0,0,89.64,14-03-1973,2.00% @ 62,www.aau.in,,15908.91
48632,Gujarat Ayurved University,37212,69708,0,0,1595.6,0,22710.84,10-11-1978,2.00% @ 62,ayurveduniversity.edu.in,Jamnagar,43491.14
51871,Gujarat University of Transplantation Sciences,52512,98412,0,6408.63,0,0,1469.31,05-07-1987,2.00% @ 55,www.guts.education,,13637.96
102418,Sardar Patel University,22879.56,38749.56,0,0,0,,0,24-01-1964,,spuvvn.edu,Vallabh Vidhyanagar ,1658.91
81936,Maharaja Sayajirao University of Baroda,22879.56,38749.56,0,0,912.8,,0,14-05-1973,,msubaroda.ac.in,Vadodara,912.8
88892,Gujarat Forensic Sciences University,60864,213120,0,12832.79,7.5,0,3594.88,06-06-1953,2.00% @ 62,gfsu.edu.in,Gandhinagar,27222.93
93636,Gujarat Forensic Sciences University,27180,201276,0,0,0,,11091.6,07-08-1963,,gfsu.edu.in,Gandhinagar,18184
52641,Gujarat University of Transplantation Sciences,41640,77832,0,0,1486.07,0,9319.08,03-07-1968,2.00% @ 62,www.guts.education,,55996.35
81473,Maharaja Sayajirao University of Baroda,22879.56,38749.56,0,0,3141.75,0,0,01-04-1969,,msubaroda.ac.in,Vadodara,4632.75
21320,Bhakta Kavi Narsinh Mehta University,22879.56,38749.56,0,0,1028.5,0,0,17-10-1969,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.bknmu.edu.in,Junagadh,3316.5
85005,Navsari Agricultural University,132,2880,0,0,4569,,0,12-05-1970,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.nau.in,,4569
64601,Gujarat University,22879.56,38749.56,0,0,1947.95,,0,15-01-1977,,gujaratuniversity.org.in,Ahmedabad,1947.95
57728,Gujarat University of Transplantation Sciences,22879.56,38749.56,0,,1272,,0,27-07-1951,,www.guts.education,Ahmedabad,1272
63488,Gujarat University,97968,173388,0,0,0,0,9237.72,25-01-1967,2.00% @ 55,gujaratuniversity.org.in,Ahmedabad,102961.4
6648,Sardarkrushinagar Dantiwada Agricultural University,30024,108996,0,0,60,,23270.64,22-07-1987,2.00% @ 55,sdau.edu.in,Palanpur,81664.16
105111,Saurashtra University,46764,82152,0,0,650,0,9443.16,08-11-1980,2.00% @ 62,saurashtrauniversity.edu,Rajkot,67457.72
84051,Navsari Agricultural University,22879.56,38749.56,0,0,222.75,0,0,11-08-1958,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.nau.in,Navsari,1977.75
122718,Veer Narmad South Gujarat University,22879.56,38749.56,0,,2350,0,0,10-09-1986,,vnsgu.ac.in,Surat,5605
11331,Sardarkrushinagar Dantiwada Agricultural University,22879.56,38749.56,0,0,165,0,0,07-09-1971,,sdau.edu.in,Palanpur,918.3
47028,Gujarat Ayurved University,46764,82152,0,0,650,0,8564.64,03-02-1953,2.00% @ 62,ayurveduniversity.edu.in,Jamnagar,52349.08
55414,Gujarat University of Transplantation Sciences,59076,131088,0,0,0,0,1769.64,13-11-1970,2.00% @ 55,www.guts.education,Ahmedabad,39329.04
63436,Gujarat University,59076,131088,0,0,4023.58,,1785.78,15-11-1950,2.00% @ 55,gujaratuniversity.org.in,Ahmedabad,26778.79
72487,Gujarat Technological University,59076,131088,0,,5958.68,0,17631.72,23-07-1972,2.00% @ 55,gtu.ac.in,Ahmedabad,64479.16
2916,Institute of Infrastructure Technology Research and Management,28079.4,41432.76,0,0,0,,0,18-05-1971,,iitram.ac.in,,539.5
31050,Anand Agricultural University,49512,66192,0,0,3273.6,0,0,08-03-1967,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.aau.in,,10667.8
104909,Saurashtra University,43968,82404,1471.45,0,568.75,0,17631.72,14-07-1966,2.00% @ 55,saurashtrauniversity.edu,,57202.15
56391,Gujarat University of Transplantation Sciences,49248,86508,0,0,650,0,23270.64,07-07-1973,2.00% @ 55,www.guts.education,Ahmedabad,75956
76344,Maharaja Sayajirao University of Baroda,39456,73944,0,0,650,0,17631.72,20-09-1963,2.00% @ 55,msubaroda.ac.in,Vadodara,62048.6
58994,Gujarat University of Transplantation Sciences,22879.56,38749.56,0,0,748,0,0,14-01-1973,,www.guts.education,Ahmedabad,748
112594,Saurashtra University,54648,77856,0,0,0,0,0,20-08-1958,Part-Time Seasonal and Temporary (PST) Retirement Plan,saurashtrauniversity.edu,Rajkot,8107.82
75727,Gujarat Technological University,22879.56,38749.56,0,0,7854,,0,23-08-1979,,gtu.ac.in,Ahmedabad,10213.5
27208,Dr. Babasaheb Ambedkar Open University,28079.4,41432.76,0,0,0,0,0,01-08-1982,,baou.edu.in,,371.3
29122,Anand Agricultural University,36120,63480,0,0,650,0,9237.72,23-03-1954,2.00% @ 62,www.aau.in,Anand ,46577.12
92297,Gujarat Forensic Sciences University,49512,66192,0,0,0,0,0,17-09-1981,2.00% @ 55,gfsu.edu.in,Gandhinagar,6014
90639,Gujarat Forensic Sciences University,85188,150792,0,0,51194,,23270.64,22-05-1975,2.00% @ 55,gfsu.edu.in,,162285.96
90200,Gujarat Forensic Sciences University,59076,131088,0,0,0,0,9329.16,02-07-1976,2.00% @ 62,gfsu.edu.in,Gandhinagar,86332.48
2809,Institute of Infrastructure Technology Research and Management,28079.4,41432.76,0,0,96,0,0,23-07-1969,,iitram.ac.in,Ahmedabad,1268.34
48174,Gujarat Ayurved University,28079.4,41432.76,0,0,0,,0,02-10-1963,,ayurveduniversity.edu.in,Jamnagar,107.9
80560,Maharaja Sayajirao University of Baroda,67656,143952,0,0,4164,0,18602.64,06-01-1953,2.00% @ 55,msubaroda.ac.in,,60458.88
122494,Veer Narmad South Gujarat University,59076,131088,0,0,0,0,224.8,18-11-1972,Part-Time Seasonal and Temporary (PST) Retirement Plan,vnsgu.ac.in,Surat,30000
12747,Sardarkrushinagar Dantiwada Agricultural University,22879.56,38749.56,0,0,726,,0,13-07-1964,,sdau.edu.in,Palanpur,726
91405,Gujarat Forensic Sciences University,28079.4,41432.76,0,0,0,0,0,13-01-1963,,gfsu.edu.in,Gandhinagar,4270.5
29208,Anand Agricultural University,46764,82152,0,309.38,0,,7705.57,06-05-1954,2.00% @ 62,www.aau.in,,39326.18
28738,Dr. Babasaheb Ambedkar Open University,22879.56,38749.56,0,,2313.6,0,0,11-09-1982,,baou.edu.in,,2313.6
73158,Gujarat Technological University,22879.56,38749.56,0,,0,,0,24-01-1987,,gtu.ac.in,Ahmedabad,7155.08
12234,Sardarkrushinagar Dantiwada Agricultural University,22879.56,38749.56,0,,369.6,0,0,17-06-1953,,sdau.edu.in,,369.6
84061,Navsari Agricultural University,22879.56,38749.56,0,0,0,,0,16-03-1959,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.nau.in,Navsari,2800
16376,Hemchandracharya North Gujarat University,59076,131088,0,0,6500.4,,23270.64,12-04-1960,2.00% @ 62,ngu.ac.in,,69270.04
98345,Sardar Patel University,22879.56,38749.56,0,0,3481.5,0,0,09-07-1967,Part-Time Seasonal and Temporary (PST) Retirement Plan,spuvvn.edu,Vallabh Vidhyanagar ,5384.5
74939,Gujarat Technological University,22879.56,38749.56,0,0,1389.3,,0,24-09-1959,,gtu.ac.in,Ahmedabad,1389.3
4483,Institute of Infrastructure Technology Research and Management,22879.56,38749.56,0,0,2615.8,0,0,27-04-1956,,iitram.ac.in,,3379.2
74688,Gujarat Technological University,22879.56,38749.56,0,,6418.02,0,0,02-11-1988,,gtu.ac.in,Ahmedabad,6418.02
75993,Gujarat Technological University,28152,66204,0,0,0,,0,06-11-1958,,gtu.ac.in,,3239.16
119384,Shri Govind Guru University,22879.56,38749.56,0,,1737.01,,0,18-02-1953,,sggu.ac.in,Godhra,1737.01
45306,Maharaja Krishnakumarsinhji Bhavnagar University,22879.56,38749.56,0,0,5398.8,,0,26-10-1952,,www.mkbhavuni.edu.in,Bhavnagar,10755.8
1869,Institute of Infrastructure Technology Research and Management,73740,93456,2508.64,0,0,0,23510.64,04-06-1963,2.00% @ 60,iitram.ac.in,Ahmedabad,91937.36
100195,Sardar Patel University,132,2880,0,0,5400,0,0,21-09-1966,Part-Time Seasonal and Temporary (PST) Retirement Plan,spuvvn.edu,Vallabh Vidhyanagar ,5400
59143,Gujarat University of Transplantation Sciences,22879.56,38749.56,0,0,2080.8,,0,04-05-1975,,www.guts.education,Ahmedabad,2080.8
94862,Gujarat Forensic Sciences University,22879.56,38749.56,0,0,824.9,0,0,23-11-1989,,gfsu.edu.in,Gandhinagar,824.9
115065,Gujarat National Law University,59076,131088,0,0,0,0,21569.28,14-09-1983,2.00% @ 55,gnlu.ac.in,,29871.96
87834,Navsari Agricultural University,22879.56,38749.56,0,0,11063,0,0,26-09-1978,,www.nau.in,Navsari,11063
107623,Saurashtra University,28079.4,41432.76,0,,0,0,0,05-05-1984,,saurashtrauniversity.edu,Rajkot,945
81524,Maharaja Sayajirao University of Baroda,22879.56,38749.56,0,,2398,,0,27-11-1970,,msubaroda.ac.in,Vadodara,2646.6
62995,Gujarat University,59076,131088,0,0,5852.4,0,0,18-04-1985,Part-Time Seasonal and Temporary (PST) Retirement Plan,gujaratuniversity.org.in,Ahmedabad,23920.45
22953,Bhakta Kavi Narsinh Mehta University,49512,66192,0,0,0,0,0,03-02-1960,2.00% @ 60,www.bknmu.edu.in,Junagadh,2419.6
67461,Krantiguru Shyamji Krishna Verma Kachchh University,54648,77856,0,251.19,280.34,0,280,10-11-1985,2.00% @ 62,kskvku.digitaluniversity.ac,,25150.88
75940,Gujarat Technological University,28152,66204,0,0,0,,0,03-10-1974,,gtu.ac.in,Ahmedabad,5403.98
112520,Saurashtra University,54648,77856,0,0,6196.04,0,9237.72,20-08-1968,2.00% @ 62,saurashtrauniversity.edu,Rajkot,64602.72
63807,Gujarat University,22879.56,38749.56,0,0,4208.6,,0,16-07-1958,,gujaratuniversity.org.in,Ahmedabad,6245.8
109566,Saurashtra University,67656,143952,0,0,9684,0,0,14-08-1952,Part-Time Seasonal and Temporary (PST) Retirement Plan,saurashtrauniversity.edu,Rajkot,16686
12863,Sardarkrushinagar Dantiwada Agricultural University,22879.56,38749.56,0,0,78.75,0,0,04-08-1969,,sdau.edu.in,Palanpur,78.75
26136,Dr. Babasaheb Ambedkar Open University,30024,108996,0,0,138,,9237.72,22-06-1982,2.00% @ 62,baou.edu.in,Ahmedabad,82990.04
84424,Navsari Agricultural University,29976,42336,0,0,0,0,0,10-11-1979,,www.nau.in,Navsari,1818.75
72651,Gujarat Technological University,59076,131088,0,0,5171,0,144,03-08-1982,2.00% @ 55,gtu.ac.in,Ahmedabad,34664.8
56731,Gujarat University of Transplantation Sciences,22879.56,38749.56,0,0,1120.8,,0,21-11-1971,,www.guts.education,Ahmedabad,1992
77669,Maharaja Sayajirao University of Baroda,31200,48888,4203.05,0,429.23,,13574.54,03-09-1952,2.00% @ 62,msubaroda.ac.in,Vadodara,33862.07
57222,Gujarat University of Transplantation Sciences,22879.56,38749.56,0,,407.75,,0,21-09-1954,,www.guts.education,Ahmedabad,407.75
99572,Sardar Patel University,59076,131088,0,0,10666.4,0,8998.68,10-04-1977,2.00% @ 62,spuvvn.edu,Vallabh Vidhyanagar ,122462.76
107789,Saurashtra University,28079.4,41432.76,0,0,0,,0,04-08-1952,,saurashtrauniversity.edu,,2593.5
112863,Saurashtra University,28152,66204,0,0,468,0,0,23-03-1950,,saurashtrauniversity.edu,Rajkot,1391.6
63514,Gujarat University,42180,74076,3596.01,0,6300.78,,9319.08,26-08-1984,2.00% @ 62,gujaratuniversity.org.in,Ahmedabad,67536.39
102849,Sardar Patel University,22879.56,38749.56,0,,1668,,0,25-01-1967,,spuvvn.edu,Vallabh Vidhyanagar ,1668
2005,Institute of Infrastructure Technology Research and Management,52464,125736,0,0,650,,17109.6,20-05-1972,2.00% @ 55,iitram.ac.in,Ahmedabad,64440.96
77831,Maharaja Sayajirao University of Baroda,26928,38172,0,0,0,0,0,18-05-1956,,msubaroda.ac.in,Vadodara,2663
100040,Sardar Patel University,85188,150792,0,0,0,,17631.72,15-05-1987,2.00% @ 55,spuvvn.edu,,113606.04
81033,Maharaja Sayajirao University of Baroda,22879.56,38749.56,0,,0,,0,22-09-1953,,msubaroda.ac.in,,85.8
82084,Maharaja Sayajirao University of Baroda,22879.56,38749.56,0,0,2904.5,,0,11-06-1957,,msubaroda.ac.in,Vadodara,3102.5
14763,Sardarkrushinagar Dantiwada Agricultural University,97968,145536,0,,400,0,11219.89,17-04-1967,2.00% @ 60,sdau.edu.in,Palanpur,88142.56
93940,Gujarat Forensic Sciences University,22879.56,38749.56,0,0,1585.2,,0,03-01-1977,,gfsu.edu.in,,3277.8
13369,Sardarkrushinagar Dantiwada Agricultural University,22879.56,38749.56,0,0,1655.5,0,0,04-01-1975,,sdau.edu.in,Palanpur,1655.5
21012,Bhakta Kavi Narsinh Mehta University,34152,59976,0,0,-190.03,,15513.76,18-07-1983,2.00% @ 62,www.bknmu.edu.in,Junagadh,19607.48
99575,Sardar Patel University,59076,131088,0,0,1900.81,,17452.98,16-09-1963,2.00% @ 60,spuvvn.edu,,65250.94
77566,Maharaja Sayajirao University of Baroda,61812,115416,0,0,20522,,23270.64,24-01-1980,2.00% @ 62,msubaroda.ac.in,Vadodara,90298.16
20732,Ganpat University,22879.56,38749.56,0,0,3411.1,,0,09-09-1975,,gu.ac.in,Mehsana,3411.1
52092,Gujarat University of Transplantation Sciences,97968,187176,0,,20000,0,22710.84,01-01-1952,2.00% @ 55,www.guts.education,Ahmedabad,166189.92
6442,Sardarkrushinagar Dantiwada Agricultural University,34152,59976,0.92,24.09,0,0,0,17-01-1956,2.00% @ 55,sdau.edu.in,,234.15
